"Notes"	"County of Residence"	"County of Residence Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Mother's Pre-pregnancy BMI"	"Mother's Pre-pregnancy BMI Code"	"Pre-pregnancy Diabetes"	"Pre-pregnancy Diabetes Code"	"Pre-pregnancy Hypertension"	"Pre-pregnancy Hypertension Code"	Births	Average Age of Mother (years)	Average Birth Weight (grams)	Average Number of Prenatal Visits
	"Cook County, IL"	"17031"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	90	29.76	3067.39	8.74
	"Cook County, IL"	"17031"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	70	29.79	3084.11	10.46
	"Cook County, IL"	"17031"	"Black or African American"	"2054-5"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	33	29.21	2973.72	9.69
	"Cook County, IL"	"17031"	"Black or African American"	"2054-5"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"Yes"	"1"	11	33.27	3302.91	8.00
	"Cook County, IL"	"17031"	"Black or African American"	"2054-5"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	34	30.29	2821.44	7.94
	"Cook County, IL"	"17031"	"Black or African American"	"2054-5"	"Unknown or Not Stated"	"9"	"No"	"2"	"No"	"2"	45	29.82	2801.62	5.75
	"Cook County, IL"	"17031"	"White"	"2106-3"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	19	30.16	3229.37	10.83
	"Cook County, IL"	"17031"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	535	31.06	3330.76	11.42
	"Cook County, IL"	"17031"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	326	31.43	3370.13	11.53
	"Cook County, IL"	"17031"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"Yes"	"1"	15	33.20	2682.60	10.93
	"Cook County, IL"	"17031"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	155	31.25	3379.18	10.99
	"Cook County, IL"	"17031"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	53	30.77	3342.81	12.10
	"Cook County, IL"	"17031"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	24	30.96	3514.67	10.75
	"Cook County, IL"	"17031"	"White"	"2106-3"	"Unknown or Not Stated"	"9"	"No"	"2"	"No"	"2"	63	31.54	3319.08	7.38
	"Cook County, IL"	"17031"	"More than one race"	"M"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	12	30.92	3396.17	9.08
	"DuPage County, IL"	"17043"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	20	31.40	3106.75	12.40
	"DuPage County, IL"	"17043"	"Asian"	"A"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	31.90	2992.60	12.10
	"DuPage County, IL"	"17043"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	69	31.62	3441.87	12.26
	"DuPage County, IL"	"17043"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	33	33.36	3379.88	13.24
	"DuPage County, IL"	"17043"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	29	31.76	3346.38	10.86
	"Kane County, IL"	"17089"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	34	28.53	3404.18	12.24
	"Kane County, IL"	"17089"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	34	32.26	3174.00	12.32
	"Kane County, IL"	"17089"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	24	31.58	3265.38	12.13
	"Lake County, IL"	"17097"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	18	34.50	3397.61	13.78
	"Lake County, IL"	"17097"	"Asian"	"A"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	30.80	3759.70	11.90
	"Lake County, IL"	"17097"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	51	30.76	3333.72	12.35
	"Lake County, IL"	"17097"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	35	32.46	3162.86	12.09
	"Lake County, IL"	"17097"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	22	31.64	3615.55	13.23
	"LaSalle County, IL"	"17099"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	11	28.00	3289.27	11.64
	"LaSalle County, IL"	"17099"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	32.30	2751.80	9.30
	"McHenry County, IL"	"17111"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	23	30.70	3259.13	11.57
	"McHenry County, IL"	"17111"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	17	30.53	3139.94	9.24
	"McLean County, IL"	"17113"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	10	30.00	3317.60	11.00
	"McLean County, IL"	"17113"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	31.60	3694.90	11.44
	"Madison County, IL"	"17119"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	19	27.74	3612.84	10.94
	"Madison County, IL"	"17119"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	16	30.12	3456.69	12.12
	"Peoria County, IL"	"17143"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	12	18.67	2945.50	9.67
	"Peoria County, IL"	"17143"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	24.30	2730.10	10.60
	"Peoria County, IL"	"17143"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	16	25.69	3511.94	11.19
	"Peoria County, IL"	"17143"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	21	28.52	3589.90	10.29
	"Peoria County, IL"	"17143"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	10	30.50	3503.60	10.50
	"Rock Island County, IL"	"17161"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	13	25.38	2783.46	10.23
	"Rock Island County, IL"	"17161"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	11	27.91	3203.36	9.73
	"Rock Island County, IL"	"17161"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	19	26.00	3365.79	12.94
	"Rock Island County, IL"	"17161"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	15	29.47	3716.07	10.93
	"St. Clair County, IL"	"17163"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	22	29.73	3299.27	10.48
	"St. Clair County, IL"	"17163"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	30.70	2978.80	10.60
	"St. Clair County, IL"	"17163"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	11	31.18	3253.64	11.45
	"Sangamon County, IL"	"17167"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	31.30	3092.60	9.00
	"Sangamon County, IL"	"17167"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	31	30.16	3067.26	10.42
	"Sangamon County, IL"	"17167"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	13	28.38	3348.85	12.08
	"Sangamon County, IL"	"17167"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	19	30.79	3240.26	12.21
	"Tazewell County, IL"	"17179"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	18	27.11	3012.06	11.89
	"Tazewell County, IL"	"17179"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	22	29.59	3242.32	11.09
	"Will County, IL"	"17197"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	10	29.20	3009.80	12.10
	"Will County, IL"	"17197"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	52	30.33	3284.27	11.40
	"Will County, IL"	"17197"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	54	31.33	3234.43	10.13
	"Will County, IL"	"17197"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	26	30.50	3416.08	10.73
	"Winnebago County, IL"	"17201"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	11	25.18	2980.36	10.27
	"Winnebago County, IL"	"17201"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	34	29.15	3230.09	11.82
	"Winnebago County, IL"	"17201"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	27	30.56	3199.37	11.67
	"Winnebago County, IL"	"17201"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	22	29.00	3506.18	12.82
	"Unidentified Counties, IL"	"17999"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	30.60	3193.60	9.50
	"Unidentified Counties, IL"	"17999"	"White"	"2106-3"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	16	27.12	2954.88	10.75
	"Unidentified Counties, IL"	"17999"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"Yes"	"1"	10	31.90	2962.10	13.60
	"Unidentified Counties, IL"	"17999"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	251	27.43	3227.72	10.50
	"Unidentified Counties, IL"	"17999"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	166	28.14	3258.99	11.04
	"Unidentified Counties, IL"	"17999"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	105	27.81	3406.31	11.48
	"Unidentified Counties, IL"	"17999"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	66	28.86	3293.59	11.73
	"Unidentified Counties, IL"	"17999"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	52	27.88	3245.87	12.48
	"Unidentified Counties, IL"	"17999"	"White"	"2106-3"	"Unknown or Not Stated"	"9"	"No"	"2"	"No"	"2"	18	27.00	2927.22	5.41
	"Allen County, IN"	"18003"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	11	26.09	3229.36	12.82
	"Allen County, IN"	"18003"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	21	26.57	3507.57	13.10
	"Allen County, IN"	"18003"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	12	27.08	3411.58	11.75
	"Allen County, IN"	"18003"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	13	28.77	3323.62	14.31
	"Clark County, IN"	"18019"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	17	28.12	3327.29	11.06
	"Elkhart County, IN"	"18039"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	37	25.57	3448.43	11.08
	"Elkhart County, IN"	"18039"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	23	26.04	3516.30	11.61
	"Hamilton County, IN"	"18057"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	49	31.47	3488.88	13.14
	"Hamilton County, IN"	"18057"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	22	28.55	3494.86	14.14
	"Hendricks County, IN"	"18063"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	18	26.56	3421.39	10.83
	"Hendricks County, IN"	"18063"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	13	29.00	3446.46	12.85
	"Johnson County, IN"	"18081"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	19	28.79	3277.95	11.00
	"Johnson County, IN"	"18081"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	13	29.08	3160.46	11.46
	"Johnson County, IN"	"18081"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	11	26.45	3408.82	13.82
	"Johnson County, IN"	"18081"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	10	30.20	2975.10	10.00
	"Lake County, IN"	"18089"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	16	27.81	3118.00	10.25
	"Lake County, IN"	"18089"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	11	28.00	3432.00	10.18
	"Lake County, IN"	"18089"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	34	28.71	3105.88	9.94
	"Madison County, IN"	"18095"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	14	26.57	3033.57	10.00
	"Madison County, IN"	"18095"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	12	28.67	3236.58	12.92
	"Marion County, IN"	"18097"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	30	30.60	3261.53	11.23
	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	43	27.00	3042.67	8.76
	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	37	27.84	2986.08	8.08
	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	19	30.63	2564.89	8.84
	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	18	28.33	2942.56	7.56
	"Marion County, IN"	"18097"	"White"	"2106-3"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	12	25.58	2838.00	8.33
	"Marion County, IN"	"18097"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	103	28.10	3472.75	11.02
	"Marion County, IN"	"18097"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	76	27.71	3446.49	9.09
	"Marion County, IN"	"18097"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	32	29.44	3223.16	10.25
	"Marion County, IN"	"18097"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	19	31.63	3298.05	10.32
	"Marion County, IN"	"18097"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	16	27.19	3244.25	10.81
	"Porter County, IN"	"18127"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	15	30.20	3153.53	11.00
	"Porter County, IN"	"18127"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	14	28.14	3475.79	9.86
	"St. Joseph County, IN"	"18141"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	25	27.80	3411.84	11.64
	"St. Joseph County, IN"	"18141"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	14	27.14	3377.64	11.43
	"Vanderburgh County, IN"	"18163"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	30	28.57	3516.10	12.03
	"Vanderburgh County, IN"	"18163"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	14	28.29	3186.71	11.79
	"Vigo County, IN"	"18167"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	14	25.50	2924.71	8.93
	"Unidentified Counties, IN"	"18999"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	17	32.76	3429.29	12.82
	"Unidentified Counties, IN"	"18999"	"White"	"2106-3"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	32	27.00	3113.84	9.41
	"Unidentified Counties, IN"	"18999"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	318	26.36	3319.96	11.34
	"Unidentified Counties, IN"	"18999"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	210	26.62	3367.75	11.80
	"Unidentified Counties, IN"	"18999"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	126	27.56	3354.93	11.05
	"Unidentified Counties, IN"	"18999"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	47	28.47	3347.64	12.02
	"Unidentified Counties, IN"	"18999"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	52	28.02	3470.52	12.48
	"Black Hawk County, IA"	"19013"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	18	29.44	2872.78	9.44
	"Black Hawk County, IA"	"19013"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	12	29.75	2188.17	8.42
	"Johnson County, IA"	"19103"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	13	33.46	3348.62	11.31
	"Johnson County, IA"	"19103"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	11	30.91	3192.00	8.91
	"Johnson County, IA"	"19103"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	49	31.80	3401.51	11.14
	"Johnson County, IA"	"19103"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	23	31.22	3322.91	10.57
	"Johnson County, IA"	"19103"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	10	30.30	3587.60	9.90
	"Linn County, IA"	"19113"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	24.90	3428.62	10.10
	"Linn County, IA"	"19113"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	21	30.57	3360.71	12.14
	"Linn County, IA"	"19113"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	14	30.64	3275.07	13.79
	"Polk County, IA"	"19153"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	15	31.40	2914.33	10.40
	"Polk County, IA"	"19153"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	11	26.09	3526.18	8.55
	"Polk County, IA"	"19153"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	97	29.25	3402.43	11.22
	"Polk County, IA"	"19153"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	44	29.55	3391.43	11.25
	"Polk County, IA"	"19153"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	26	27.27	3314.62	11.27
	"Polk County, IA"	"19153"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	12	27.33	2950.92	10.00
	"Polk County, IA"	"19153"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	14	28.43	3208.07	8.14
	"Scott County, IA"	"19163"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	15	29.80	3512.40	12.27
	"Scott County, IA"	"19163"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	15	29.60	3186.00	12.80
	"Woodbury County, IA"	"19193"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	11	29.45	3474.73	13.45
	"Woodbury County, IA"	"19193"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	11	25.82	3422.27	11.09
	"Unidentified Counties, IA"	"19999"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	19	32.37	3230.37	11.06
	"Unidentified Counties, IA"	"19999"	"White"	"2106-3"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	13	25.23	3458.62	9.92
	"Unidentified Counties, IA"	"19999"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	331	28.37	3372.92	11.38
	"Unidentified Counties, IA"	"19999"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	241	28.63	3427.89	11.52
	"Unidentified Counties, IA"	"19999"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	125	29.19	3188.69	10.70
	"Unidentified Counties, IA"	"19999"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	66	27.48	3265.88	10.95
	"Unidentified Counties, IA"	"19999"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	52	29.98	3351.40	11.77
	"Douglas County, KS"	"20045"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	11	30.09	3696.09	12.55
	"Johnson County, KS"	"20091"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	17	30.82	3231.47	12.24
	"Johnson County, KS"	"20091"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	44	30.91	3521.64	11.69
	"Johnson County, KS"	"20091"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	28	30.29	3590.14	11.96
	"Johnson County, KS"	"20091"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	14	27.57	3216.71	11.15
	"Sedgwick County, KS"	"20173"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	14	27.93	3540.71	11.64
	"Unidentified Counties, KS"	"20999"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	11	32.18	3368.36	11.64
	"Unidentified Counties, KS"	"20999"	"White"	"2106-3"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	17	23.94	3216.71	8.82
	"Unidentified Counties, KS"	"20999"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	187	26.93	3421.51	11.21
	"Unidentified Counties, KS"	"20999"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	144	27.69	3386.83	11.29
	"Unidentified Counties, KS"	"20999"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	77	27.18	3420.90	10.96
	"Unidentified Counties, KS"	"20999"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	28	26.18	3516.36	11.21
	"Unidentified Counties, KS"	"20999"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	24	29.88	3355.29	12.78
	"Boone County, KY"	"21015"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	21	28.67	3293.24	8.95
	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	17	27.24	2918.65	10.82
	"Fayette County, KY"	"21067"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	56	30.18	3413.66	12.33
	"Fayette County, KY"	"21067"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	23	29.91	3414.09	12.17
	"Jefferson County, KY"	"21111"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	22	31.05	3156.00	11.57
	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	27	25.37	3091.37	9.73
	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	21	26.81	2409.67	8.52
	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	16	26.75	3116.88	9.31
	"Jefferson County, KY"	"21111"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	65	29.11	3538.98	11.67
	"Jefferson County, KY"	"21111"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	40	28.70	3238.35	11.21
	"Jefferson County, KY"	"21111"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	13	30.15	3607.31	13.31
	"Jefferson County, KY"	"21111"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	12	27.17	3747.83	14.58
	"Jefferson County, KY"	"21111"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	10	28.00	3615.30	10.30
	"Kenton County, KY"	"21117"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	27	29.04	3403.33	12.00
	"Kenton County, KY"	"21117"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	27.50	3460.70	10.10
	"Unidentified Counties, KY"	"21999"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	15	25.60	2631.00	8.00
	"Unidentified Counties, KY"	"21999"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	11	27.64	2390.55	10.80
	"Unidentified Counties, KY"	"21999"	"White"	"2106-3"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	29	24.24	2777.72	9.55
